, ,Label,Area,IntDen,RawIntDen,batch,stage,group,culture
11,12,MAX_w4c3-63xz-1.tif,0.392,49.756,5073.0,batch1031,d3,50micron,w4c3-seg1
12,13,MAX_w4c3-63xz-1.tif,0.785,70.02,7139.0,batch1031,d3,50micron,w4c3-seg1
13,14,MAX_w4c3-63xz-1.tif,1.04,87.616,8933.0,batch1031,d3,50micron,w4c3-seg1
14,15,MAX_w4c3-63xz-1.tif,0.696,64.89,6616.0,batch1031,d3,50micron,w4c3-seg1
15,16,MAX_w4c3-63xz-1.tif,0.677,31.719,3234.0,batch1031,d3,50micron,w4c3-seg1
16,17,MAX_w4c3-63xz-1.tif,0.863,67.293,6861.0,batch1031,d3,50micron,w4c3-seg1
17,18,MAX_w4c3-63xz-1.tif,0.883,99.00299999999999,10094.0,batch1031,d3,50micron,w4c3-seg1
18,19,MAX_w4c3-63xz-1.tif,1.187,45.971000000000004,4687.0,batch1031,d3,50micron,w4c3-seg1
19,20,MAX_w4c3-63xz-1.tif,1.128,104.368,10641.0,batch1031,d3,50micron,w4c3-seg1
20,21,MAX_w4c3-63xz-1.tif,1.187,163.825,16703.0,batch1031,d3,50micron,w4c3-seg1
21,22,MAX_w4c3-63xz-1.tif,0.687,50.492,5148.0,batch1031,d3,50micron,w4c3-seg1
22,23,MAX_w4c3-63xz-1.tif,0.794,73.335,7477.0,batch1031,d3,50micron,w4c3-seg1
23,24,MAX_w4c3-63xz-1.tif,1.883,162.452,16563.0,batch1031,d3,50micron,w4c3-seg1
24,25,MAX_w4c3-63xz-1.tif,0.579,43.94,4480.0,batch1031,d3,50micron,w4c3-seg1
25,26,MAX_w4c3-63xz-1.tif,0.48100000000000004,16.026,1634.0,batch1031,d3,50micron,w4c3-seg1
26,27,MAX_w4c3-63xz-1.tif,0.696,70.197,7157.0,batch1031,d3,50micron,w4c3-seg1
27,28,MAX_w4c3-63xz-1.tif,0.638,50.571000000000005,5156.0,batch1031,d3,50micron,w4c3-seg1
28,29,MAX_w4c3-63xz-1.tif,0.951,42.556999999999995,4339.0,batch1031,d3,50micron,w4c3-seg1
29,30,MAX_w4c3-63xz-1.tif,0.765,56.151,5725.0,batch1031,d3,50micron,w4c3-seg1
30,31,MAX_w4c3-63xz-1.tif,0.304,41.596000000000004,4241.0,batch1031,d3,50micron,w4c3-seg1
31,32,MAX_w4c3-63xz-1.tif,0.912,49.668,5064.0,batch1031,d3,50micron,w4c3-seg1
32,33,MAX_w4c3-63xz-1.tif,0.539,42.498000000000005,4333.0,batch1031,d3,50micron,w4c3-seg1
33,34,MAX_w4c3-63xz-1.tif,0.716,41.635,4245.0,batch1031,d3,50micron,w4c3-seg1
34,35,MAX_w4c3-63xz-1.tif,0.52,27.08,2761.0,batch1031,d3,50micron,w4c3-seg1
35,36,MAX_w4c3-63xz-1.tif,0.785,70.314,7169.0,batch1031,d3,50micron,w4c3-seg1
36,37,MAX_w4c3-63xz-1.tif,0.667,16.782,1711.0,batch1031,d3,50micron,w4c3-seg1
37,38,MAX_w4c3-63xz-1.tif,1.569,73.669,7511.0,batch1031,d3,50micron,w4c3-seg1
38,39,MAX_w4c3-63xz-1.tif,1.128,128.859,13138.0,batch1031,d3,50micron,w4c3-seg1
39,40,MAX_w4c3-63xz-1.tif,0.373,64.086,6534.0,batch1031,d3,50micron,w4c3-seg1
40,41,MAX_w4c3-63xz-1.tif,0.657,45.598,4649.0,batch1031,d3,50micron,w4c3-seg1
41,42,MAX_w4c3-63xz-1.tif,0.775,26.471999999999998,2699.0,batch1031,d3,50micron,w4c3-seg1
42,43,MAX_w4c3-63xz-1.tif,1.0490000000000002,129.60399999999998,13214.0,batch1031,d3,50micron,w4c3-seg1
43,44,MAX_w4c3-63xz-1.tif,1.285,70.942,7233.0,batch1031,d3,50micron,w4c3-seg1
44,45,MAX_w4c3-63xz-1.tif,1.6769999999999998,69.628,7099.0,batch1031,d3,50micron,w4c3-seg1
45,46,MAX_w4c3-63xz-1.tif,0.775,30.974,3158.0,batch1031,d3,50micron,w4c3-seg1
46,47,MAX_w4c3-63xz-1.tif,0.51,64.812,6608.0,batch1031,d3,50micron,w4c3-seg1
0,1,MAX_w5c3-63xz-2.tif,1.148,68.676,7002.0,batch1031,d3,50micron,w5c3-seg1
1,2,MAX_w5c3-63xz-2.tif,0.804,43.214,4406.0,batch1031,d3,50micron,w5c3-seg1
2,3,MAX_w5c3-63xz-2.tif,1.069,36.094,3680.0,batch1031,d3,50micron,w5c3-seg1
3,4,MAX_w5c3-63xz-2.tif,0.706,35.819,3652.0,batch1031,d3,50micron,w5c3-seg1
4,5,MAX_w5c3-63xz-2.tif,1.079,43.018,4386.0,batch1031,d3,50micron,w5c3-seg1
5,6,MAX_w5c3-63xz-2.tif,1.295,75.12,7659.0,batch1031,d3,50micron,w5c3-seg1
6,7,MAX_w5c3-63xz-2.tif,1.138,78.955,8050.0,batch1031,d3,50micron,w5c3-seg1
7,8,MAX_w5c3-63xz-2.tif,0.883,45.0,4588.0,batch1031,d3,50micron,w5c3-seg1
8,9,MAX_w5c3-63xz-2.tif,0.657,47.854,4879.0,batch1031,d3,50micron,w5c3-seg1
9,10,MAX_w5c3-63xz-2.tif,1.4609999999999999,81.652,8325.0,batch1031,d3,50micron,w5c3-seg1
10,11,MAX_w5c3-63xz-2.tif,0.971,57.641999999999996,5877.0,batch1031,d3,50micron,w5c3-seg1
11,12,MAX_w5c3-63xz-2.tif,0.569,22.116999999999997,2255.0,batch1031,d3,50micron,w5c3-seg1
12,13,MAX_w5c3-63xz-2.tif,0.775,18.773,1914.0,batch1031,d3,50micron,w5c3-seg1
13,14,MAX_w5c3-63xz-2.tif,0.8140000000000001,57.417,5854.0,batch1031,d3,50micron,w5c3-seg1
14,15,MAX_w5c3-63xz-2.tif,0.608,17.929000000000002,1828.0,batch1031,d3,50micron,w5c3-seg1
15,16,MAX_w5c3-63xz-2.tif,0.687,23.853,2432.0,batch1031,d3,50micron,w5c3-seg1
16,17,MAX_w5c3-63xz-2.tif,0.991,66.548,6785.0,batch1031,d3,50micron,w5c3-seg1
17,18,MAX_w5c3-63xz-2.tif,1.412,108.14399999999999,11026.0,batch1031,d3,50micron,w5c3-seg1
18,19,MAX_w5c3-63xz-2.tif,0.8240000000000001,54.768,5584.0,batch1031,d3,50micron,w5c3-seg1
19,20,MAX_w5c3-63xz-2.tif,1.54,82.829,8445.0,batch1031,d3,50micron,w5c3-seg1
20,21,MAX_w5c3-63xz-2.tif,1.206,64.72399999999999,6599.0,batch1031,d3,50micron,w5c3-seg1
21,22,MAX_w5c3-63xz-2.tif,1.187,52.473,5350.0,batch1031,d3,50micron,w5c3-seg1
0,1,MAX_w5c3-63xz-2.tif,1.334,64.027,6528.0,batch1031,d3,50micron,w5c3-seg2
1,2,MAX_w5c3-63xz-2.tif,0.843,26.835,2736.0,batch1031,d3,50micron,w5c3-seg2
2,3,MAX_w5c3-63xz-2.tif,1.3630000000000002,54.67,5574.0,batch1031,d3,50micron,w5c3-seg2
3,4,MAX_w5c3-63xz-2.tif,1.54,85.85,8753.0,batch1031,d3,50micron,w5c3-seg2
4,5,MAX_w5c3-63xz-2.tif,0.618,31.768,3239.0,batch1031,d3,50micron,w5c3-seg2
5,6,MAX_w5c3-63xz-2.tif,1.167,68.608,6995.0,batch1031,d3,50micron,w5c3-seg2
6,7,MAX_w5c3-63xz-2.tif,2.266,129.408,13194.0,batch1031,d3,50micron,w5c3-seg2
7,8,MAX_w5c3-63xz-2.tif,1.844,45.391999999999996,4628.0,batch1031,d3,50micron,w5c3-seg2
8,9,MAX_w5c3-63xz-2.tif,0.775,32.818000000000005,3346.0,batch1031,d3,50micron,w5c3-seg2
9,10,MAX_w5c3-63xz-2.tif,1.0,21.146,2156.0,batch1031,d3,50micron,w5c3-seg2
10,11,MAX_w5c3-63xz-2.tif,0.991,35.476,3617.0,batch1031,d3,50micron,w5c3-seg2
11,12,MAX_w5c3-63xz-2.tif,1.569,47.265,4819.0,batch1031,d3,50micron,w5c3-seg2
12,13,MAX_w5c3-63xz-2.tif,1.079,33.376999999999995,3403.0,batch1031,d3,50micron,w5c3-seg2
13,14,MAX_w5c3-63xz-2.tif,1.422,38.899,3966.0,batch1031,d3,50micron,w5c3-seg2
14,15,MAX_w5c3-63xz-2.tif,0.785,26.099,2661.0,batch1031,d3,50micron,w5c3-seg2
15,16,MAX_w5c3-63xz-2.tif,1.0590000000000002,20.234,2063.0,batch1031,d3,50micron,w5c3-seg2
16,17,MAX_w5c3-63xz-2.tif,1.569,48.99100000000001,4995.0,batch1031,d3,50micron,w5c3-seg2
17,18,MAX_w5c3-63xz-2.tif,0.991,24.432,2491.0,batch1031,d3,50micron,w5c3-seg2
18,19,MAX_w5c3-63xz-2.tif,1.452,41.821999999999996,4264.0,batch1031,d3,50micron,w5c3-seg2
19,20,MAX_w5c3-63xz-2.tif,1.148,52.678999999999995,5371.0,batch1031,d3,50micron,w5c3-seg2
20,21,MAX_w5c3-63xz-2.tif,0.893,18.351,1871.0,batch1031,d3,50micron,w5c3-seg2
0,1,MAX_w5c3-63xz-1.tif,0.5,15.614,1592.0,batch1031,d3,50micron,w5c3-seg3
1,2,MAX_w5c3-63xz-1.tif,0.579,75.179,7665.0,batch1031,d3,50micron,w5c3-seg3
2,3,MAX_w5c3-63xz-1.tif,0.569,54.141000000000005,5520.0,batch1031,d3,50micron,w5c3-seg3
3,4,MAX_w5c3-63xz-1.tif,0.696,36.78,3750.0,batch1031,d3,50micron,w5c3-seg3
4,5,MAX_w5c3-63xz-1.tif,0.785,27.973000000000003,2852.0,batch1031,d3,50micron,w5c3-seg3
5,6,MAX_w5c3-63xz-1.tif,0.804,22.51,2295.0,batch1031,d3,50micron,w5c3-seg3
6,7,MAX_w5c3-63xz-1.tif,0.687,40.547,4134.0,batch1031,d3,50micron,w5c3-seg3
7,8,MAX_w5c3-63xz-1.tif,1.275,42.43,4326.0,batch1031,d3,50micron,w5c3-seg3
8,9,MAX_w5c3-63xz-1.tif,0.883,99.00299999999999,10094.0,batch1031,d3,50micron,w5c3-seg3
9,10,MAX_w5c3-63xz-1.tif,0.902,85.38,8705.0,batch1031,d3,50micron,w5c3-seg3
10,11,MAX_w5c3-63xz-1.tif,1.0590000000000002,39.605,4038.0,batch1031,d3,50micron,w5c3-seg3
11,12,MAX_w5c3-63xz-1.tif,3.4130000000000003,98.493,10042.0,batch1031,d3,50micron,w5c3-seg3
12,13,MAX_w5c3-63xz-1.tif,1.314,110.439,11260.0,batch1031,d3,50micron,w5c3-seg3
13,14,MAX_w5c3-63xz-1.tif,0.873,67.921,6925.0,batch1031,d3,50micron,w5c3-seg3
14,15,MAX_w5c3-63xz-1.tif,0.5,25.480999999999998,2598.0,batch1031,d3,50micron,w5c3-seg3
15,16,MAX_w5c3-63xz-1.tif,0.5489999999999999,59.849,6102.0,batch1031,d3,50micron,w5c3-seg3
16,17,MAX_w5c3-63xz-1.tif,1.393,54.886,5596.0,batch1031,d3,50micron,w5c3-seg3
17,18,MAX_w5c3-63xz-1.tif,1.1079999999999999,57.691,5882.0,batch1031,d3,50micron,w5c3-seg3
18,19,MAX_w5c3-63xz-1.tif,1.403,132.252,13484.0,batch1031,d3,50micron,w5c3-seg3
0,1,MAX_w5c3-63xz-1.tif,0.991,59.388000000000005,6055.0,batch1031,d3,50micron,w5c3-seg4
1,2,MAX_w5c3-63xz-1.tif,1.265,68.313,6965.0,batch1031,d3,50micron,w5c3-seg4
2,3,MAX_w5c3-63xz-1.tif,0.677,48.108999999999995,4905.0,batch1031,d3,50micron,w5c3-seg4
3,4,MAX_w5c3-63xz-1.tif,0.765,47.746,4868.0,batch1031,d3,50micron,w5c3-seg4
4,5,MAX_w5c3-63xz-1.tif,0.932,43.214,4406.0,batch1031,d3,50micron,w5c3-seg4
5,6,MAX_w5c3-63xz-1.tif,0.785,55.818000000000005,5691.0,batch1031,d3,50micron,w5c3-seg4
6,7,MAX_w5c3-63xz-1.tif,1.177,67.75399999999999,6908.0,batch1031,d3,50micron,w5c3-seg4
7,8,MAX_w5c3-63xz-1.tif,1.4909999999999999,91.147,9293.0,batch1031,d3,50micron,w5c3-seg4
8,9,MAX_w5c3-63xz-1.tif,0.893,57.56399999999999,5869.0,batch1031,d3,50micron,w5c3-seg4
9,10,MAX_w5c3-63xz-1.tif,0.765,33.534,3419.0,batch1031,d3,50micron,w5c3-seg4
10,11,MAX_w5c3-63xz-1.tif,0.41200000000000003,37.173,3790.0,batch1031,d3,50micron,w5c3-seg4
0,1,MAX_w5c3-63xz-1.tif,0.363,27.365,2790.0,batch1031,d3,50micron,w5c3-seg5
1,2,MAX_w5c3-63xz-1.tif,0.5589999999999999,46.706,4762.0,batch1031,d3,50micron,w5c3-seg5
2,3,MAX_w5c3-63xz-1.tif,1.099,56.985,5810.0,batch1031,d3,50micron,w5c3-seg5
3,4,MAX_w5c3-63xz-1.tif,0.569,31.69,3231.0,batch1031,d3,50micron,w5c3-seg5
4,5,MAX_w5c3-63xz-1.tif,0.48100000000000004,44.342,4521.0,batch1031,d3,50micron,w5c3-seg5
5,6,MAX_w5c3-63xz-1.tif,0.922,71.334,7273.0,batch1031,d3,50micron,w5c3-seg5
6,7,MAX_w5c3-63xz-1.tif,0.598,45.519,4641.0,batch1031,d3,50micron,w5c3-seg5
7,8,MAX_w5c3-63xz-1.tif,0.736,57.544,5867.0,batch1031,d3,50micron,w5c3-seg5
8,9,MAX_w5c3-63xz-1.tif,0.745,19.999000000000002,2039.0,batch1031,d3,50micron,w5c3-seg5
9,10,MAX_w5c3-63xz-1.tif,0.638,39.016999999999996,3978.0,batch1031,d3,50micron,w5c3-seg5
10,11,MAX_w5c3-63xz-1.tif,0.765,64.645,6591.0,batch1031,d3,50micron,w5c3-seg5
11,12,MAX_w5c3-63xz-1.tif,1.354,91.039,9282.0,batch1031,d3,50micron,w5c3-seg5
12,13,MAX_w5c3-63xz-1.tif,0.49,27.051,2758.0,batch1031,d3,50micron,w5c3-seg5
13,14,MAX_w5c3-63xz-1.tif,1.02,43.283,4413.0,batch1031,d3,50micron,w5c3-seg5
14,15,MAX_w5c3-63xz-1.tif,1.609,136.234,13890.0,batch1031,d3,50micron,w5c3-seg5
0,1,MAX_w3c1-63xz-1.tif,1.354,53.856,5491.0,batch1031,d3,sham,w3c1-seg1
1,2,MAX_w3c1-63xz-1.tif,1.295,142.649,14544.0,batch1031,d3,sham,w3c1-seg1
2,3,MAX_w3c1-63xz-1.tif,0.41200000000000003,49.815,5079.0,batch1031,d3,sham,w3c1-seg1
3,4,MAX_w3c1-63xz-1.tif,0.638,45.68600000000001,4658.0,batch1031,d3,sham,w3c1-seg1
4,5,MAX_w3c1-63xz-1.tif,0.43200000000000005,12.113,1235.0,batch1031,d3,sham,w3c1-seg1
5,6,MAX_w3c1-63xz-1.tif,0.863,110.979,11315.0,batch1031,d3,sham,w3c1-seg1
6,7,MAX_w3c1-63xz-1.tif,1.187,84.32,8597.0,batch1031,d3,sham,w3c1-seg1
7,8,MAX_w3c1-63xz-1.tif,0.696,55.513999999999996,5660.0,batch1031,d3,sham,w3c1-seg1
8,9,MAX_w3c1-63xz-1.tif,1.03,103.544,10557.0,batch1031,d3,sham,w3c1-seg1
9,10,MAX_w3c1-63xz-1.tif,1.0490000000000002,54.16,5522.0,batch1031,d3,sham,w3c1-seg1
10,11,MAX_w3c1-63xz-1.tif,1.128,45.147,4603.0,batch1031,d3,sham,w3c1-seg1
11,12,MAX_w3c1-63xz-1.tif,0.951,82.45700000000001,8407.0,batch1031,d3,sham,w3c1-seg1
12,13,MAX_w3c1-63xz-1.tif,0.853,76.376,7787.0,batch1031,d3,sham,w3c1-seg1
13,14,MAX_w3c1-63xz-1.tif,0.804,32.867,3351.0,batch1031,d3,sham,w3c1-seg1
14,15,MAX_w3c1-63xz-1.tif,1.157,123.337,12575.0,batch1031,d3,sham,w3c1-seg1
15,16,MAX_w3c1-63xz-1.tif,1.6580000000000001,114.039,11627.0,batch1031,d3,sham,w3c1-seg1
16,17,MAX_w3c1-63xz-1.tif,1.0490000000000002,98.846,10078.0,batch1031,d3,sham,w3c1-seg1
17,18,MAX_w3c1-63xz-1.tif,0.804,50.463,5145.0,batch1031,d3,sham,w3c1-seg1
18,19,MAX_w3c1-63xz-1.tif,1.089,87.704,8942.0,batch1031,d3,sham,w3c1-seg1
19,20,MAX_w3c1-63xz-1.tif,1.3630000000000002,108.075,11019.0,batch1031,d3,sham,w3c1-seg1
20,21,MAX_w3c1-63xz-1.tif,2.815,67.911,6924.0,batch1031,d3,sham,w3c1-seg1
21,22,MAX_w3c1-63xz-1.tif,0.883,41.449,4226.0,batch1031,d3,sham,w3c1-seg1
22,23,MAX_w3c1-63xz-1.tif,0.43200000000000005,11.819,1205.0,batch1031,d3,sham,w3c1-seg1
23,24,MAX_w3c1-63xz-1.tif,1.0490000000000002,51.434,5244.0,batch1031,d3,sham,w3c1-seg1
24,25,MAX_w3c1-63xz-1.tif,0.971,66.37100000000001,6767.0,batch1031,d3,sham,w3c1-seg1
25,26,MAX_w3c1-63xz-1.tif,0.696,19.4,1978.0,batch1031,d3,sham,w3c1-seg1
26,27,MAX_w3c1-63xz-1.tif,0.49,16.262,1658.0,batch1031,d3,sham,w3c1-seg1
27,28,MAX_w3c1-63xz-1.tif,0.8340000000000001,53.905,5496.0,batch1031,d3,sham,w3c1-seg1
28,29,MAX_w3c1-63xz-1.tif,1.344,39.742,4052.0,batch1031,d3,sham,w3c1-seg1
29,30,MAX_w3c1-63xz-1.tif,1.089,79.858,8142.0,batch1031,d3,sham,w3c1-seg1
30,31,MAX_w3c1-63xz-1.tif,0.539,17.449,1779.0,batch1031,d3,sham,w3c1-seg1
31,32,MAX_w3c1-63xz-1.tif,0.687,20.224,2062.0,batch1031,d3,sham,w3c1-seg1
32,33,MAX_w3c1-63xz-1.tif,1.079,37.457,3819.0,batch1031,d3,sham,w3c1-seg1
33,34,MAX_w3c1-63xz-1.tif,0.696,29.679000000000002,3026.0,batch1031,d3,sham,w3c1-seg1
34,35,MAX_w3c1-63xz-1.tif,0.932,43.077,4392.0,batch1031,d3,sham,w3c1-seg1
35,36,MAX_w3c1-63xz-1.tif,0.8140000000000001,42.783,4362.0,batch1031,d3,sham,w3c1-seg1
36,37,MAX_w3c1-63xz-1.tif,0.932,26.785999999999998,2731.0,batch1031,d3,sham,w3c1-seg1
37,38,MAX_w3c1-63xz-1.tif,1.0,43.852,4471.0,batch1031,d3,sham,w3c1-seg1
38,39,MAX_w3c1-63xz-1.tif,0.736,18.792,1916.0,batch1031,d3,sham,w3c1-seg1
39,40,MAX_w3c1-63xz-1.tif,0.775,25.951999999999998,2646.0,batch1031,d3,sham,w3c1-seg1
40,41,MAX_w3c1-63xz-1.tif,0.647,14.427999999999999,1471.0,batch1031,d3,sham,w3c1-seg1
41,42,MAX_w3c1-63xz-1.tif,0.667,23.961,2443.0,batch1031,d3,sham,w3c1-seg1
42,43,MAX_w3c1-63xz-1.tif,0.775,18.41,1877.0,batch1031,d3,sham,w3c1-seg1
43,44,MAX_w3c1-63xz-1.tif,0.902,32.092,3272.0,batch1031,d3,sham,w3c1-seg1
0,1,MAX_w3-c2-63xz-1.tif,1.216,56.24,5734.0,batch3008,d0,200nano,w3c2-seg1
1,2,MAX_w3-c2-63xz-1.tif,0.863,49.325,5029.0,batch3008,d0,200nano,w3c2-seg1
2,3,MAX_w3-c2-63xz-1.tif,0.43200000000000005,19.332,1971.0,batch3008,d0,200nano,w3c2-seg1
3,4,MAX_w3-c2-63xz-1.tif,0.539,32.887,3353.0,batch3008,d0,200nano,w3c2-seg1
4,5,MAX_w3-c2-63xz-1.tif,0.47100000000000003,20.410999999999998,2081.0,batch3008,d0,200nano,w3c2-seg1
5,6,MAX_w3-c2-63xz-1.tif,1.03,47.961999999999996,4890.0,batch3008,d0,200nano,w3c2-seg1
6,7,MAX_w3-c2-63xz-1.tif,0.9420000000000001,63.802,6505.0,batch3008,d0,200nano,w3c2-seg1
7,8,MAX_w3-c2-63xz-1.tif,0.373,14.241,1452.0,batch3008,d0,200nano,w3c2-seg1
8,9,MAX_w3-c2-63xz-1.tif,0.5589999999999999,23.686999999999998,2415.0,batch3008,d0,200nano,w3c2-seg1
9,10,MAX_w3-c2-63xz-1.tif,0.618,18.105999999999998,1846.0,batch3008,d0,200nano,w3c2-seg1
10,11,MAX_w3-c2-63xz-1.tif,0.441,15.497,1580.0,batch3008,d0,200nano,w3c2-seg1
11,12,MAX_w3-c2-63xz-1.tif,0.981,30.954,3156.0,batch3008,d0,200nano,w3c2-seg1
12,13,MAX_w3-c2-63xz-1.tif,0.52,30.435,3103.0,batch3008,d0,200nano,w3c2-seg1
13,14,MAX_w3-c2-63xz-1.tif,0.8240000000000001,21.705,2213.0,batch3008,d0,200nano,w3c2-seg1
14,15,MAX_w3-c2-63xz-1.tif,1.03,38.025999999999996,3877.0,batch3008,d0,200nano,w3c2-seg1
15,16,MAX_w3-c2-63xz-1.tif,0.677,26.011,2652.0,batch3008,d0,200nano,w3c2-seg1
16,17,MAX_w3-c2-63xz-1.tif,0.608,42.714,4355.0,batch3008,d0,200nano,w3c2-seg1
17,18,MAX_w3-c2-63xz-1.tif,0.304,14.693,1498.0,batch3008,d0,200nano,w3c2-seg1
18,19,MAX_w3-c2-63xz-1.tif,1.6769999999999998,88.096,8982.0,batch3008,d0,200nano,w3c2-seg1
19,20,MAX_w3-c2-63xz-1.tif,0.52,15.664000000000001,1597.0,batch3008,d0,200nano,w3c2-seg1
20,21,MAX_w3-c2-63xz-1.tif,0.461,15.290999999999999,1559.0,batch3008,d0,200nano,w3c2-seg1
21,22,MAX_w3-c2-63xz-1.tif,2.285,86.88,8858.0,batch3008,d0,200nano,w3c2-seg1
22,23,MAX_w3-c2-63xz-1.tif,1.0490000000000002,36.760999999999996,3748.0,batch3008,d0,200nano,w3c2-seg1
23,24,MAX_w3-c2-63xz-1.tif,0.618,26.59,2711.0,batch3008,d0,200nano,w3c2-seg1
24,25,MAX_w3-c2-63xz-1.tif,1.765,83.928,8557.0,batch3008,d0,200nano,w3c2-seg1
25,26,MAX_w3-c2-63xz-1.tif,1.1179999999999999,34.407,3508.0,batch3008,d0,200nano,w3c2-seg1
26,27,MAX_w3-c2-63xz-1.tif,1.775,105.19200000000001,10725.0,batch3008,d0,200nano,w3c2-seg1
27,28,MAX_w3-c2-63xz-1.tif,1.334,45.608000000000004,4650.0,batch3008,d0,200nano,w3c2-seg1
28,29,MAX_w3-c2-63xz-1.tif,0.569,31.219,3183.0,batch3008,d0,200nano,w3c2-seg1
29,30,MAX_w3-c2-63xz-1.tif,0.667,28.728,2929.0,batch3008,d0,200nano,w3c2-seg1
30,31,MAX_w3-c2-63xz-1.tif,1.304,78.632,8017.0,batch3008,d0,200nano,w3c2-seg1
31,32,MAX_w3-c2-63xz-1.tif,0.539,24.726,2521.0,batch3008,d0,200nano,w3c2-seg1
32,33,MAX_w3-c2-63xz-1.tif,0.618,27.237,2777.0,batch3008,d0,200nano,w3c2-seg1
33,34,MAX_w3-c2-63xz-1.tif,0.402,14.114,1439.0,batch3008,d0,200nano,w3c2-seg1
34,35,MAX_w3-c2-63xz-1.tif,0.392,22.755,2320.0,batch3008,d0,200nano,w3c2-seg1
35,36,MAX_w3-c2-63xz-1.tif,0.745,29.493000000000002,3007.0,batch3008,d0,200nano,w3c2-seg1
36,37,MAX_w3-c2-63xz-1.tif,0.893,32.818000000000005,3346.0,batch3008,d0,200nano,w3c2-seg1
37,38,MAX_w3-c2-63xz-1.tif,0.20600000000000002,11.672,1190.0,batch3008,d0,200nano,w3c2-seg1
38,39,MAX_w3-c2-63xz-1.tif,0.647,25.275,2577.0,batch3008,d0,200nano,w3c2-seg1
39,40,MAX_w3-c2-63xz-1.tif,2.109,86.615,8831.0,batch3008,d0,200nano,w3c2-seg1
40,41,MAX_w3-c2-63xz-1.tif,0.461,23.53,2399.0,batch3008,d0,200nano,w3c2-seg1
41,42,MAX_w3-c2-63xz-1.tif,0.33299999999999996,23.471,2393.0,batch3008,d0,200nano,w3c2-seg1
42,43,MAX_w3-c2-63xz-1.tif,0.441,15.389000000000001,1569.0,batch3008,d0,200nano,w3c2-seg1
43,44,MAX_w3-c2-63xz-1.tif,0.893,50.826,5182.0,batch3008,d0,200nano,w3c2-seg1
44,45,MAX_w3-c2-63xz-1.tif,0.893,48.266000000000005,4921.0,batch3008,d0,200nano,w3c2-seg1
45,46,MAX_w3-c2-63xz-1.tif,1.04,74.865,7633.0,batch3008,d0,200nano,w3c2-seg1
46,47,MAX_w3-c2-63xz-1.tif,0.5589999999999999,28.326,2888.0,batch3008,d0,200nano,w3c2-seg1
0,1,MAX_w3-c2-63xz-1.tif,1.187,28.12,2867.0,batch3008,d0,200nano,w3c2-seg2
1,2,MAX_w3-c2-63xz-1.tif,0.971,50.453,5144.0,batch3008,d0,200nano,w3c2-seg2
2,3,MAX_w3-c2-63xz-1.tif,0.569,24.864,2535.0,batch3008,d0,200nano,w3c2-seg2
3,4,MAX_w3-c2-63xz-1.tif,1.138,66.862,6817.0,batch3008,d0,200nano,w3c2-seg2
4,5,MAX_w3-c2-63xz-1.tif,0.932,42.636,4347.0,batch3008,d0,200nano,w3c2-seg2
5,6,MAX_w3-c2-63xz-1.tif,0.736,37.760999999999996,3850.0,batch3008,d0,200nano,w3c2-seg2
6,7,MAX_w3-c2-63xz-1.tif,1.609,88.83200000000001,9057.0,batch3008,d0,200nano,w3c2-seg2
7,8,MAX_w3-c2-63xz-1.tif,1.0,28.159000000000002,2871.0,batch3008,d0,200nano,w3c2-seg2
8,9,MAX_w3-c2-63xz-1.tif,1.206,70.285,7166.0,batch3008,d0,200nano,w3c2-seg2
9,10,MAX_w3-c2-63xz-1.tif,0.38299999999999995,30.768,3137.0,batch3008,d0,200nano,w3c2-seg2
10,11,MAX_w3-c2-63xz-1.tif,0.716,45.451,4634.0,batch3008,d0,200nano,w3c2-seg2
11,12,MAX_w3-c2-63xz-1.tif,0.902,73.718,7516.0,batch3008,d0,200nano,w3c2-seg2
12,13,MAX_w3-c2-63xz-1.tif,1.04,33.858000000000004,3452.0,batch3008,d0,200nano,w3c2-seg2
13,14,MAX_w3-c2-63xz-1.tif,1.0,43.352,4420.0,batch3008,d0,200nano,w3c2-seg2
14,15,MAX_w3-c2-63xz-1.tif,0.5,21.49,2191.0,batch3008,d0,200nano,w3c2-seg2
15,16,MAX_w3-c2-63xz-1.tif,0.363,24.814,2530.0,batch3008,d0,200nano,w3c2-seg2
16,17,MAX_w3-c2-63xz-1.tif,0.38299999999999995,24.403000000000002,2488.0,batch3008,d0,200nano,w3c2-seg2
17,18,MAX_w3-c2-63xz-1.tif,0.461,25.58,2608.0,batch3008,d0,200nano,w3c2-seg2
18,19,MAX_w3-c2-63xz-1.tif,0.51,34.544000000000004,3522.0,batch3008,d0,200nano,w3c2-seg2
19,20,MAX_w3-c2-63xz-1.tif,0.628,30.866,3147.0,batch3008,d0,200nano,w3c2-seg2
20,21,MAX_w3-c2-63xz-1.tif,0.775,65.753,6704.0,batch3008,d0,200nano,w3c2-seg2
21,22,MAX_w3-c2-63xz-1.tif,0.569,18.41,1877.0,batch3008,d0,200nano,w3c2-seg2
22,23,MAX_w3-c2-63xz-1.tif,0.255,9.562999999999999,975.0,batch3008,d0,200nano,w3c2-seg2
23,24,MAX_w3-c2-63xz-1.tif,0.304,11.652000000000001,1188.0,batch3008,d0,200nano,w3c2-seg2
24,25,MAX_w3-c2-63xz-1.tif,0.392,25.246,2574.0,batch3008,d0,200nano,w3c2-seg2
25,26,MAX_w3-c2-63xz-1.tif,0.726,70.48100000000001,7186.0,batch3008,d0,200nano,w3c2-seg2
